rkd_term,aat_id,aat_labels,broader_terms
mysticism,300055967,mysticism; mysticisme,"concepts, philosophical; filosofische begrippen; filosofische stromingen en opvattingen; philosophical concept; philosophical concepts; philosophical movements and attitudes"
narrative art,300410510,"art, narrative; narrative art; verhalende kunst","beeldende werken; beeldende werken naar onderwerp; beeldmateriaal; beeldmateriaal naar onderwerp; visual work; visual works; visual works by subject type; works, visual"
national socialism,300055524,"nationaal socialisme; national socialism; national socialist; nazism; socialism, national","concepts, political; political concept; political concepts; political ideologies and attitudes; politiek begrip; politieke begrippen; politieke ideologieën en opvattingen"
nationalism,300055530,nationalism; nationalisme; nationalist; neo-nationalism,"concepts, political; political concept; political concepts; political ideologies and attitudes; politiek begrip; politieke begrippen; politieke ideologieën en opvattingen"
nature reserve,300008178,"nature preserves; nature reserve; nature reserves; natuurreservaat; natuurreservaten; preserves, nature; reserves, nature","open ruimte; open ruimte naar functie; open ruimten; open ruimten naar functie; open space; open spaces; open spaces by function; spaces, open"
physics,300054559,"fysica; natural philosophy; natuurkunde; philosophy, natural; physics","fysische wetenschappen; natural science; natural sciences; natuurwetenschap; natuurwetenschappen; physical science; physical sciences; science, physical; sciences, physical"
nature study,300251095,"history, natural; natural history; nature study; natuurlijke historie",cross- and interdisciplinary fields; discipline; disciplines; interdisciplinaire vakgebieden; specialismen; vakgebied; vakgebieden
neoclassicism,300021477,neo-classical; neo-classicism; neo-classicist; neoclassic; neoclassical; neoclassicism; neoclassicisme; neoclassicistisch,european; europees; europese stijlen en perioden; modern european styles and movements; moderne europese stijlen en stromingen
neo-expressionism,300022189,"energism; expressionism, new; expressionist, new; fauves, new; il nuovo nuovo; naive nouveau; neo-expressionism; neo-expressionist; neo-expressionistisch; neue wilde; new expressionism; new expressionist; new fauves; new wave; painting, vehement; painting, violent; painting, wild; vehement painting; violent painting; wave, new; wild painting",beeldende kunststijlen en stromingen na 1945; international post-1945 styles and movements; internationale stijlen en stromingen na 1945; post-1945 fine arts styles and movements
gothic revival,300021452,"gothic revival; neo-gothic; neogotiek; revival, gothic","modern european revival style; modern european revival styles; modern european styles and movements; moderne europese neostijlen; moderne europese stijlen en stromingen; styles, modern european revival"
neo-plasticism,300021262,neo-plastic; neo-plasticism; neo-plasticist; neoplasticism; neoplasticisme; neoplastisch; nieuwe beelding; plastic,modern dutch styles and movements; modern european regional styles and movements; moderne europese regionale stijlen en stromingen; moderne nederlandse stijlen en stromingen
neo-romanticism,300021476,neo-romantic; neo-romanticism; neo-romanticist; neoromantiek; neoromantisch,european; europees; europese stijlen en perioden; modern european styles and movements; moderne europese stijlen en stromingen
neon sculpture,300047225,"neon sculpture; neonkunst; neonsculpturen; neonsculptuur; sculpture, neon",beeldhouwwerk; beeldhouwwerken; beeldhouwwerken naar materiaal; sculpture; sculpture by material; sculpturen; sculptures; sculptuur
new objectivity,300056541,"neue sachlichkeit; new objectivity; nieuwe zakelijkheid; nouvelle objectivité; objectivity, new",modern german fine arts styles and movements; modern german styles and movements; moderne duitse kunststijlen -stromingen; moderne duitse stijlen en stromingen
epic poem,300253035,epen; epic; epic poem; epic poems; epics; epos; heldendicht; heldendichten,"gedichten naar vorm; narratief gedicht; narratieve gedichten; narrative poem; narrative poems; poems by form; poems, narrative"
new year,300069456,new year; new year's; new year's day; nieuwjaar; nieuwjaarsdag,feestdag; feestdagen; holiday; holidays; national holiday; national holidays; nationale feestdag; nationale feestdagen
northern european,300386462,noord-europees; northern european,"european; european regions; europees; europese landstreken; europese stijlen en perioden; regions, european"
northern italian,300386468,"italian, northern; noord-italiaans; northern italian","european regions; europese landstreken; italiaans; italian; regions, european"
viking,300019558,viking; vikingstijl,"noord-europese middeleeuwse stijl; noord-europese middeleeuwse stijlen; northern european medieval style; northern european medieval styles; scandinavian medieval style; scandinavian medieval styles; scandinavische middeleeuwse stijl; scandinavische middeleeuwse stijlen; styles, northern european medieval; styles, scandinavian medieval"
numismatics,300054419,numismatic; numismatics; numismatiek,"disciplines, history-related; geschiedenis en aanverwante vakgebieden; history and related disciplines; history-related discipline; history-related disciplines; met geschiedenis verwante vakgebieden; vakgebied gerelateerd aan geschiedenis"
occult science,300054587,"arts, occult; occult arts; occult science; occult sciences; occult, the; occulte wetenschap; occulte wetenschappen; sciences, occult",discipline; disciplines; specialismen; vakgebied; vakgebieden
ocean,300008687,oceaan; ocean; oceanen; oceans,"bodies of water, marine; marien waterlichaam; mariene waterlichamen; marine bodies; marine bodies of water; marine bodies of water by biome; marine body of water; zeewaterlichamen naar bioom"
broadcasting,300054351,broadcasting; radio maken; televisie maken; uitzenden,"communicatiewetenschap; communication; communication science; communications; human sciences; sciences, human; sciences, social; social sciences; sociale wetenschap; sociale wetenschappen"
discovery,300404386,discoveries; discovering; discovery; ontdekking; ontdekkingen,event; events; gebeurtenis; gebeurtenissen
optical illusion,300056335,"illusion, optical; optical illusion; optical illusions; optische illusie","concepts, formal; formal concept; formal concepts; formele begrippen; visual and representational concepts; visueel en representatief concept; visuele en representatieve concepten"
optical character recognition,300387457,"ocr; optical character recognition; optische tekenherkenning; recognition, optical character","automatic data processing; conversion, data; data conversion; data processing; data processing, automatic; data processing, electronic; dataconversie; electronic data processing; gegevensverwerking; processing, automatic data; processing, data; processing, electronic data"
orangery,300006804,orangerie; orangeries; orangerieën; orangery; oranjerie; oranjerieën,"buildings, horticultural; glasshouses; green-house; green-houses; greenhouse; greenhouses; horticultural building; horticultural buildings; horticulture buildings; hot-houses; hothouses; kas; kassen; serres; stoves; tuinbouwgebouw; tuinbouwgebouwen"
eastern orthodox,300022034,eastern orthodox; eastern orthodoxy; oosters-orthodox; orthodox; orthodox catholic; orthodox eastern,"abrahamic religion; abrahamic religions; abrahamitische godsdienst; abrahamitische godsdiensten; abrahamitische religies; christelijk; christendom; christian; christianity; religions, abrahamic"
ottonian,300020766,ottonian; ottoons,"early mediaeval; early medieval; mediaeval; medieval; medieval, early; mediæval; middeleeuws; middle ages; vroeg-middeleeuws"
government policy,300055507,"government policy; policy, government; regeringsbeleid","concepts, political; concepts, social science; political concept; political concepts; politiek begrip; politieke begrippen; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
paleography,300054420,handschriftkunde; palaeographic; palaeography; paleografie; paleographic; paleography,"disciplines, history-related; geschiedenis en aanverwante vakgebieden; history and related disciplines; history-related discipline; history-related disciplines; met geschiedenis verwante vakgebieden; vakgebied gerelateerd aan geschiedenis"
papermaking,300054060,paper-making; papermaking; papier maken,paperworking processes and techniques; papierbewerkingstechniek; papierbewerkingstechnieken; procedés en technieken naar materiaal; processes and techniques by material
parable,300185342,gelijkenis; gelijkenissen; parabel; parabels; parable; parables,genres for literature; genres in literature and performing arts; literaire en mondelinge genres; soort literair document; soorten literaire documenten
perfume bottle,300197635,"bottles, perfume; flacons; parfumfles; parfumflessen; perfume bottle; perfume bottles; perfume-bottles; perfumes; scent flacons; scent flasks",containers for personal grooming and hygiene; containers for personal use; houder voor lichaamsverzorging en hygiëne; houders voor lichaamsverzorging en hygiëne; houders voor persoonlijk gebruik
perfume,300015166,parfum; perfume; perfumes,materiaal; materiaal naar functie; material; materialen; materialen naar functie; materials; materials by function
parody,300055828,parodie; parodies; parody; persiflage; persiflages,"artistic concept; artistic concepts; artistic device; artistic devices; artistieke begrippen; artistieke middelen; concepts, artistic; devices, artistic; stijlmiddel; stijlmiddelen"
shopping arcade,300005261,"arcades; arcades, shopping; passage; passages; shopping arcade; shopping arcades; winkelgalerij; winkelgalerijen; winkelpassage; winkelpassages","centers, shopping; centres, shopping; commercial complex; commercial complexes; commerciële complexen; complexes, commercial; shopping center; shopping centers; shopping centre; shopping centres; winkelcentra; winkelcentrum"
patriotism,300055531,patriotic; patriotism; patriottisme,"concepts, political; political concept; political concepts; political ideologies and attitudes; politiek begrip; politieke begrippen; politieke ideologieën en opvattingen"
papacy,300379037,papacies; papacy; pausdom; pausdommen,"administrative bodies, political; overheidsinstanties naar leidinggevende; political administrative bodies; political administrative bodies by governing person; political administrative body; politiek-administratieve eenheden; politiek-administratieve eenheden naar regerend persoon; politiek-administratieve eenheid; politieke instanties"
pilgrimage center,300008459,"bedevaartsoord; bedevaartsoorden; bedevaartsplaatsen; centers, pilgrimage; centres, pilgrimage; pilgrimage center; pilgrimage centers; pilgrimage centre; pilgrimage centres; pilgrimage sites",complexen naar functie; complexes by function; site; sites
perception,300055176,apprehension; perceptie; perception; waarneming,"concepts, psychological; concepts, social science; psychological concept; psychological concepts; psychologisch begrip; psychologische begrippen; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
performance art,300121445,"art, performance; performance; performance art; performance pieces; performance-pieces; performancekunst; performances; pieces, performance","beeldende werken naar medium of techniek; beeldmateriaal naar medium of techniek; time-based media; time-based work; time-based works; visual works by material or technique; werk gebaseerd op tijd; werken gebaseerd op tijd; works, time-based"
press release,300026437,"perscommuniqué; perscommuniqués; press notices; press release; press releases; releases, press","aankondiging; aankondigingen; announcement; announcements; bulletins, news; journaal; journalen; news bulletin; news bulletins; nieuwsbulletin; nieuwsbulletins; notificaties"
passover,300069405,festival of unleavened bread; pasch; pascha; passover; pesach,"holidays, jewish; holidays, religious; holy days; holy-days; holydays; jewish holiday; jewish holidays; joodse feestdagen; kerkfeesten; religieuze feestdag; religieuze feestdagen; religious holiday; religious holidays"
philippine,300018772,filipijns; filipino; philippine,"asian; asian, southeast; aziatisch; greater indian; oriental; south-east asian; southeast asian; zuidoost-aziatisch"
"picturesque, the",300055829,"het pittoreske; picturesque; picturesque, the; pittoresk; schilderachtig; the picturesque","aesthetic concept; aesthetic concepts; concepts, aesthetic; concepts, philosophical; esthetische begrippen; filosofische begrippen; philosophical concept; philosophical concepts"
pioneer,300112128,pioneer; pioneer's; pioneers; pioneers'; pionier; pioniers,human beings; humans; people; people by activity; person; personen; personen naar activiteit; persons; persoon
purim,300264545,feast of lots; poerim; purim,"holidays, jewish; holidays, religious; holy days; holy-days; holydays; jewish holiday; jewish holidays; joodse feestdagen; kerkfeesten; religieuze feestdag; religieuze feestdagen; religious holiday; religious holidays"
assassinations,300069682,assassination; assassinations; politieke moord; politieke moorden,death; deaths; dood; moord; moorden; murder; murders; overlijden; sterfgeval; sterfgevallen; sterven
post-impressionism,300021508,post-impressionism; post-impressionisme; post-impressionist; post-impressionistisch; postimpressionism; postimpressionist,modern european fine arts styles and movements; modern european styles and movements; moderne europese kunststijlen en stromingen; moderne europese stijlen en stromingen
post-modernism,300022208,p-m; po-mo; post-modern; post-modernism; postmodern; postmodernism,"international post-1945 styles and movements; internationale stijlen en stromingen na 1945; stijl en periode naar streek; stijlen en perioden naar streek; styles, periods, and cultures by region"
precisionism,300109010,cubist-realist; cubo-realist; immaculate; precionistisch; precisionism; precisionist,modern north american; modern north american fine arts styles and movements; moderne noord-amerikaanse kunststijlen en -stromingen; moderne noord-amerikaanse stijlen en stromingen
printed ephemera,300264821,"ephemera; ephemera, printed; gedrukte efemera; printed ephemera","artifacts, information; informatiedragers; informatiedragers naar functie; information artifact; information artifacts; information artifacts by function"
private press,300238088,"particuliere uitgeverij; particuliere uitgeverijen; presses, private; private press; private presses","business enterprises by function; handelsonderneming naar functie; handelsondernemingen naar functie; houses, publishing; presses; publishing firms; publishing house; publishing houses; uitgeverij; uitgeverijen; uitgeversbedrijven; uitgeversfirma's; uitgevershuizen; uitgeversmaatschappijen"
privatization,300379435,denationalization; privatisation; privatisering; privatization; privatized,business; business and related functions; commerce; commercial; handel en aanverwante functies; zaken
proportion,300056299,proportie; proportion; verhouding,"concepts, formal; form and composition concepts; formal concept; formal concepts; formele begrippen; vorm- en compositiebegrippen"
prostitution,300189323,prostitutie; prostitution,business; commerce; commercial; selling; sold; verkopen; zaken
protesting,300132472,betogingen; demonstraties; demonstreren; protestation; protested; protesteren; protesting,"communicatiefuncties; communication function; communication functions; functies naar algemene context; functions by general context; functions, communication"
reformation,300022041,"protestant reformation; reformatie; reformation; reformation, protestant",european; europees; europese stijlen en perioden; renaissance- en barokstijl en -periode; renaissance- en barokstijlen en -perioden; renaissance-baroque styles and periods
protestantism,300073735,protestant; protestantism; protestantisme,"abrahamic religion; abrahamic religions; abrahamitische godsdienst; abrahamitische godsdiensten; abrahamitische religies; christelijk; christendom; christian; christianity; religions, abrahamic"
province,300000774,province; provinces; provincie; provincies,"administratieve indelingen; administrative division; administrative divisions; bestuurlijke indeling; bestuurlijke indelingen; division; divisions; divisions, administrative; divisions, political; political division; political divisions; politieke districten; rayon; rayons"
county halls,300006061,"county hall; county halls; halls, county; provinciehuis; provinciehuizen","buildings, local authority; buildings, local government; buildings, municipal; gemeentelijk gebouw; gemeentelijke gebouwen; local authority buildings; local government buildings; municipal building; municipal buildings; openbare gebouwen naar locatie of context; public buildings by location or context"
psychiatry,300054521,psychiatric; psychiatrie; psychiatry,"geneeskunde; health sciences; medical; medicine; medische wetenschappen; sciences, health"
psychoanalysis,300054450,"psycho-analysis; psychoanalyse; psychoanalysis; psychoanalytic therapy; therapy, psychoanalytic",psychological; psychologie; psychologie en aanverwante vakgebieden; psychology; psychology and related disciplines
psychology,300054446,psychological; psychologie; psychology,"behavioral science; behavioral sciences; behavioural science; behavioural sciences; gedragswetenschappen; psychologie en aanverwante vakgebieden; psychology and related disciplines; sciences, behavioral; sciences, behavioural"
publicity,300137619,bekendmaken; publiciteit; publicity; publicized; publicizing,"communicatiefuncties; communication function; communication functions; functies naar algemene context; functions by general context; functions, communication"
purism,300122664,purism; purisme; purist; puristisch,modern french fine arts styles and movements; modern french styles and movements; moderne franse kunststijlen en -stromingen; moderne franse stijlen en stromingen
legal system,300417711,"legal system; legal systems; systems, legal","concepts, legal; concepts, social science; juridische begrippen; legal concept; legal concepts; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
punishment,300137841,bestraffen; disciplining; punishing; punishment; straffen,"functies naar algemene context; functions by general context; functions, organizational; organisatiefunctie; organisatiefuncties; organizational function; organizational functions"
recreation,300069710,recreatie; recreation; recreational; verpozing; vrijetijdsbesteding,"begrippen met betrekking tot cultuur; concepts, culture-related; culture and related concepts; culture-related concept; culture-related concepts; cultuur en aanverwante begrippen; cultuurgerelateerd concept; cultuurgerelateerde concepten"
emergency service,300138091,"emergency programs; emergency service; emergency services; hulpdienst; hulpdiensten; nooddiensten; reddingswerk; services, emergency","diensten; municipal services; openbare dienst; openbare diensten; public service; public services; service; services; services, public"
journey,300162867,journey; journeys; reis; reizen; trips,event; events; gebeurtenis; gebeurtenissen
travelogue,300026679,reisverhaal; reisverhalen; travelog; travelogs; travelogue; travelogues,filmgenres; genres for motion pictures; genres in literature and performing arts; literaire en mondelinge genres
account book,300027483,"account book; account books; book, account; books, account; rekeningenboek; rekeningenboeken","boekhouding; bookkeeping record; bookkeeping records; financial records by function; financiële documenten naar functie; records, bookkeeping"
relief sculpture,300047230,relief; relief sculpture; reliefs; reliëf; reliëfs,beeldhouwwerk; beeldhouwwerken; beeldhouwwerken naar techniek; sculpture; sculpture by technique; sculpturen; sculptures; sculptuur
relic,300250795,relic; relics; reliek; relieken; religious relic; relikwie; relikwieën,"articles, religious; ceremonial object; ceremonial objects; ceremonieel object; ceremoniële objecten; materials, religious; objects, ceremonial; objects, religious; religieus object; religieus voorwerp; religieuze objecten; religieuze voorwerpen; religious articles; religious materials; religious object; religious objects"
religious art,300248179,"art, religious; religieuze kunst; religious art","art genre; art genres; genres in de kunsten; genres in the visual arts; genres, art; kunstgenres"
racetrack,300000593,race courses; race tracks; race-course; race-courses; racecourses; racetrack; racetracks; renbaan; renbanen; tracks,"areas, outdoor recreation; areas, recreation; areas, recreational; areas, scenic recreation; complexes, sports; facilities, recreation; outdoor recreation areas; recreatiegebied; recreatiegebieden; recreation area; recreation areas; recreation areas, outdoor; recreation areas, scenic; recreation facilities; recreational areas; scenic recreation areas; sportcomplexen; sports center; sports centers; sports centre; sports centres; sports complex; sports complexes; sportsportcomplex"
republic,300179493,republic; republics; republiek; republieken,"countries; natie; naties; nation; nation states; nations; soevereine staat; soevereine staten; sovereign state; sovereign states; states; states, nation; states, sovereign"
revolution,300055312,revolutie; revoluties; revolution; revolutions,"cultural event; cultural events; events, cultural; events, political; political event; political events; politieke gebeurtenis; politieke gebeurtenissen"
birch rod,300400730,"berkenroede; berkenroedes; birch; birch rod; birch rods; birch-rod; birches; rods, birch; roede; roedes; tuchtroede; tuchtroedes",equipment for corporal punishment; folterwerktuig; folterwerktuigen; gedragscontrolemiddel; gedragscontrolemiddelen; lijfstrafwerktuigen; martelwerktuig; martelwerktuigen; punishment device; punishment devices; strafwerktuig; strafwerktuigen; torture instruments
novel,300202580,novel; novels; roman; romans,genres for literature; genres in literature and performing arts; literaire en mondelinge genres; soort literair document; soorten literaire documenten
collaboration,300379517,collaborating; collaboration; samenwerken; samenwerking,"functies naar algemene context; functions by general context; functions, organizational; organisatiefunctie; organisatiefuncties; organizational function; organizational functions"
shipbuilding,300247448,scheepsbouw; ship-building; shipbuilding,object-making processes and techniques; procedés en technieken naar specifiek type; processes and techniques by specific type; voorwerpvervaardigingsprocedés en -technieken
tonalism,300132908,tonalism; tonalist; tonalistisch,modern north american; modern north american fine arts styles and movements; moderne noord-amerikaanse kunststijlen en -stromingen; moderne noord-amerikaanse stijlen en stromingen
artists' materials,300014842,"art materials; art supplies; artist supplies; artists' materials; artists' supplies; materials, art; materials, artists'; schilder- en tekenmateriaal; supplies, artists'",materiaal; materiaal naar functie; material; materialen; materialen naar functie; materials; materials by function
shadow theater,300264856,"schaduwspel; schaduwtheater; schimmenspel; shadow puppetry; shadow theater; shadow theatre; theater, shadow",genres for performing arts; poppenspel; puppet theater; puppetry
new york school,300440785,new york school,modern north american; modern north american fine arts styles and movements; moderne noord-amerikaanse kunststijlen en -stromingen; moderne noord-amerikaanse stijlen en stromingen
st. ives school,300311354,saint ives school; st ives school; st. ives school,modern british fine arts styles and movements; modern british styles and movements; moderne britse kunststijlen en -stromingen; moderne britse stijlen en stromingen
beauty,300055821,beauty; schoon; schoonheid; the beautiful,"aesthetic concept; aesthetic concepts; concepts, aesthetic; concepts, philosophical; esthetische begrippen; filosofische begrippen; philosophical concept; philosophical concepts"
semiotics,300054254,semiotic; semiotics; semiotiek; tekenleer,"disciplines, linguistics-related; linguistics and related disciplines; linguistics-related discipline; linguistics-related disciplines; linguïstiek en aanverwante vakgebieden; met taalkunde verwante vakgebieden; vakgebied gerelateerd aan linguïstiek"
sezessionstil,300021177,sezessionstil; weense sezessionstijl; wiener sezession,modern austrian styles and movements; modern european regional styles and movements; moderne europese regionale stijlen en stromingen; moderne oostenrijkse regionale stijlen en stromingen
secession,300111580,secession; secession movement; sezession; sezessionbeweging,european; europees; europese stijlen en perioden; modern european styles and movements; moderne europese stijlen en stromingen
situationism,300179513,international situationist movement; internationale situationiste; internationale situationniste; situatie-kunst; situationism; situationist; situationist international,beeldende kunststijlen en stromingen na 1945; international post-1945 styles and movements; internationale stijlen en stromingen na 1945; post-1945 fine arts styles and movements
skateboarding,300386709,skateboarden; skateboarding,lichamelijke activiteiten naar specifieke context; physical activities by specific context; public and interactive activities; publieke en interactieve activiteiten
slaughterhouse,300006354,abattoir; abattoirs; abbatoirs; meatworks; slachthuis; slachthuizen; slaughter-houses; slaughterhouse; slaughterhouses,"food factories; food processing facilities; food processing plant; food processing plants; food-processing plants; levensmiddelenfabriek; levensmiddelenfabrieken; meat processing plant; meat processing plants; plants, food processing; processing plants, meat; vleesfabriek; vleesfabrieken; vleesverwerkingsbedrijven; vleesverwerkingsfabriek; vleesverwerkingsfabrieken; voedingsmiddelenfabriek; voedingsmiddelenfabrieken"
slavery,300055309,slave keeping; slavernij; slavery,"concepts, sociological; issues, social; problems, social; social issue; social issues; social problems; sociale kwestie; sociale kwesties; sociological concept; sociological concepts; sociologische begrippen"
social history,300054403,"history, social; social history; sociale geschiedenis",geschiedenis; geschiedenis en aanverwante vakgebieden; historical; history; history and related disciplines
socialism,300055533,socialism; socialisme; socialist,"concepts, political; political concept; political concepts; political ideologies and attitudes; politiek begrip; politieke begrippen; politieke ideologieën en opvattingen"
soup,300389823,soep; soup,eetwaren; eten; etenswaren; food; food-stuff; foods; foodstuff; materiaal naar functie; materialen naar functie; materials by function; spijzen; voedsel
speculaas mold,300411394,speculaas board; speculaas mold; speculaas molds; speculaasplank; speculaasplanken,"culinaire vorm; culinaire vormen; culinary mold; culinary molds; food mold; food molds; mold, food; mold, pastry; molds, culinary; pastry mold; pastry molds"
sponsoring,300251295,sponsored; sponsoren; sponsoring,functies; functies naar algemene context; function; functions; functions by general context
urban renewal,300055442,"redevelopment, urban; renewal, urban; stadsvernieuwing; urban redevelopment; urban renewal","community development; development, community; development, regional; development, urban; development, urban economic; gemeenschapsontwikkeling; regional development; stadsontwikkeling; urban development; urban economic development"
statistics,300026924,statistics; statistiek; stats,exacte wetenschap; mathematica; mathematical; mathematics; modern sciences; science; sciences; scientific; technologische wetenschappen; wiskunde
urban design,300189645,"civic design; design, urban; stadsaanleg; stedebouw; stedenbouw; stedenbouwkunde; urban design","architectural; architecture; architectuur; arts, visual; beeldende kunst; beeldende kunsten; visual art; visual arts; visuele kunst; visuele kunsten"
stylistic analysis,300379508,"analysis, stylistic; stylistic analysis","analyse; analysed; analyseren; analyses; analysing; analysis; analytical function; analytical functions; analytische functie; analytische functies; analyzed; analyzing; functions, analytical; geanalyseerd"
period room,300004330,"period room; period rooms; rooms, period; stijlkamer; stijlkamers",display rooms and spaces; expositieruimten; expositiezalen en -ruimten; kamers en ruimten naar functie; rooms and spaces by function
criminal law,300054415,"criminal law; law, criminal; law, penal; penal law; strafrecht","human sciences; law; rechten; rechtspraak; sciences, human; sciences, social; social sciences; sociale wetenschap; sociale wetenschappen"
structuralism,300055801,structuralism; structuralisme; structuralist,"critical theories; critical theory; historical, theoretical, and critical concepts; historische, theoretische en kritische begrippen; kritische theorieën; theories, critical"
subsidy,300055745,subsidie; subsidies; subsidy,"aid, financial; concepts, economic; economic concept; economic concepts; economische begrippen; financial aid; financiële hulp"
suprematism,300021405,suprematism; suprematisme; suprematist; suprematistisch,modern russian fine arts styles and movements; modern russian styles and movements; moderne russische kunststijlen en -stromingen; moderne russische stijlen en stromingen
synthetism,300021308,synthetism; synthetisme; synthetist; synthetistisch,modern french fine arts styles and movements; modern french styles and movements; moderne franse kunststijlen en -stromingen; moderne franse stijlen en stromingen
linguistics,300054245,"linguistic; linguistic science; linguistics; linguïstiek; science, linguistic; taalkunde",humane wetenschap; humane wetenschappen; humaniora; humanities; linguistics and related disciplines; linguïstiek en aanverwante vakgebieden; menswetenschappen
dentistry,300054517,dentistry; tandheelkunde,"exacte wetenschap; health sciences; medische wetenschappen; modern sciences; science; sciences; sciences, health; scientific; technologische wetenschappen"
gobelin,300021095,gobelin; gobelins,"franse kunstnijverheidsstijlen van renaissance en barok; franse renaissance- en barokstijlen; french renaissance-baroque decorative arts style; french renaissance-baroque decorative arts styles; french renaissance-baroque style; french renaissance-baroque styles; styles, french renaissance-baroque; styles, french renaissance-baroque decorative arts"
technology,300056069,applied science; technological; technologie; technology,abstracte begrippen; associated concepts; technologie en aanverwante begrippen; technology and related concepts
floor tile,300250799,"floor tile; floor-tile; flooring tile; plavuizen; tile, floor; tile, flooring; vloertegel; vloertegels",tegel; tile; tile by function; tiles
animated cartoon,300263512,"animated cartoon; animated cartoons; animated drawings; cartoon; cartoons, animated; tekenfilm; tekenfilms",drawing; drawings; drawings by material or technique; tekening; tekeningen; tekeningen naar materiaal of techniek
tekst,300250810,tekst; text,"components, information form; features, layout; information form component; information form components; layout feature; layout features; onderdelen van informatievormen; opmaakkenmerk; opmaakkenmerken"
controlled vocabulary,300265266,controlled vocabularies; controlled vocabulary; gecontroleerde terminologie; gecontroleerde terminologiebronnen; gecontroleerde terminologieën; gecontroleerde vocabulaires; terminologie; terminologieën,documents by function; reference source; reference sources; soort document naar functie; soorten documenten naar functie; verwijsbron; verwijsbronnen
will,300027764,testament; testamenten; uiterste wilsbeschikkingen; will; wills,"documents, legal; instruments, legal; juridische document; juridische documenten; legal document; legal documents; legal instrument; legal instruments; wettelijk document; wettelijke documenten"
theology,300054313,godgeleerdheid; theological; theologie; theology,"aan religie verwant vakgebied; aan religie verwante vakgebieden; disciplines, religion-related; godsdienstwetenschap en aanverwante vakgebieden; religion and related disciplines; religion-related discipline; religion-related disciplines"
theosophy,300056000,theosofie; theosophic; theosophical; theosophy,"concepts, religious; ideologies, religious; religieus begrip; religieuze begrippen; religieuze ideologieën; religious concept; religious concepts; religious ideologies; religious ideology"
tyrolean,300386558,tiroler; tirools; tyrolean; tyrolian,"european; european regions; europees; europese landstreken; europese stijlen en perioden; regions, european"
tourism,300132466,"toerisme; toeristenverkeer; tourism; tourist trade; trade, tourist; vreemdelingenverkeer","concepts, economic; economic concept; economic concepts; economische begrippen; industrie; industry; nijverheid"
toponymy,300054272,plaatsnaamkunde; toponymie; toponymy,"disciplines, linguistics-related; etymological; etymologie; etymology; linguistics-related discipline; linguistics-related disciplines; met taalkunde verwante vakgebieden; vakgebied gerelateerd aan linguïstiek"
treaty,300027956,conventies; treaties; treaty; verdrag; verdragen,"agreement; agreements; agreements, international; articles of agreement; international agreement; international agreements; internationale afspraak; internationale afspraken; overeenkomst; overeenkomsten"
tram station,300411450,"stations, tram; tram station; tram stations; tramstation; tramstations","buildings, transportation; rail transportation building; rail transportation buildings; spoorwegtransportgebouw; spoorwegtransportgebouwen; transport buildings; transport facilities; transportation building; transportation buildings; transportation buildings, rail; transportation facilities; transportgebouw; transportgebouwen; vervoersgebouw; vervoersgebouwen"
triennial,300266310,triennial; triennials; triënnales,event; events; exhibition; exhibitions; exposities; expositions; gebeurtenis; gebeurtenissen; shows; tentoonstelling; tentoonstellingen
typology,300067209,typiek; typologie; typology,"abstracte begrippen; associated concepts; concepts, multidisciplinary; multidisciplinaire begrippen; multidisciplinary concept; multidisciplinary concepts"
invention,300056119,inventie; invention; invenzione; invenzioni; uitvinding; vinding,"artistic concept; artistic concepts; artistieke begrippen; begrippen met betrekking tot het creatieve proces; concept relating to the creative process; concepts relating to the creative process; concepts, artistic; creative process, concepts relating to the"
cultural diffusion,300233676,"cultural diffusion; cultural transmission; culture diffusion; culturele uitwisseling; cultuurspreiding; diffusion, cultural; diffusion, culture; dissemination of culture; transmission, cultural","concepts, social science; concepts, sociological; sociaal-wetenschappelijke begrippen; social science concept; social science concepts; sociological concept; sociological concepts; sociologische begrippen"
universe,300435343,universe,"begrippen uit de fysische wetenschappen; concepts, physical sciences; concepts, scientific; physical sciences concept; physical sciences concepts; scientific concept; scientific concepts; wetenschappelijk begrip; wetenschappelijke begrippen"
urbanization,300055460,urbanisatie; urbanization; urbanized; urbanizing; verstedelijking,developed; developing; development; functies naar algemene context; functions by general context; ontwikkeling
waterway,300263418,waterway; waterways; waterweg; waterwegen,"bodies of freshwater by biome; bodies of water, riverine; riverine bodies of water; riverine body of water; streams and rivers; zoetwaterlichamen naar bioom"
tulip vase,300444078,bloemenpiramides; tulip holder; tulip vase; tulip vases; tulipiere; tulipière; tulpenvazen,"containers by function or context; containers, horticultural; horticultural container; horticultural containers; houder voor de tuinbouw; houders naar functie of context; houders voor de tuinbouw"
trade union,300026023,"industrial unions; labor unions; labour union; labour unions; trade union; trade unions; trade-unions; trades unions; unions; unions, industrial; unions, labor; unions, labour; unions, trade; vakbond; vakbonden; vakorganisaties; vakverenigingen","association; associations; associations, voluntary; vereniging; verenigingen; voluntary association; voluntary associations; vrijwilligersorganisatie; vrijwilligersorganisaties; vrijwilligersverenigingen"
falconry,300435103,falconry; hawking; valkerij,bos- en natuuractiviteiten; forest and nature activities; hunting; jacht; jachtsport; jagen
